"date" "P" "ETpot" "Q"
2013021011 0 0.1494 0.0666
2013021012 0 0.1444 0.0671
2013021013 0 0.1223 0.0671
2013021014 0 0.0521 0.0671
2013021015 0 0.0321 0.0681
2013021016 0 0.004 0.0681
2013021017 0 0 0.0685
2013021018 0 0 0.069
2013021019 0 0 0.0695
2013021020 0 0 0.0681
2013021021 0 0 0.0676
2013021022 0 0 0.0657
2013021023 0 0 0.0643
2013021100 0 0 0.063
2013021101 0 0 0.0616
2013021102 0 0 0.0607
2013021103 0 0 0.0594
2013021104 0 0 0.0581
2013021105 0 0 0.0572
2013021106 0 0 0.0555
2013021107 0 0.0159 0.0547
2013021108 0 0.0467 0.0526
2013021109 0 0.0923 0.0518
2013021110 0 0.1199 0.0518
2013021111 0 0.1411 0.0514
2013021112 0 0.1454 0.0506
2013021113 0 0.1082 0.0514
2013021114 0 0.0934 0.051
2013021115 0 0.034 0.0498
2013021116 0 0.0032 0.0486
2013021117 0 0 0.0482
2013021118 0 0 0.0474
2013021119 0 0 0.0466
2013021120 0 0 0.0455
2013021121 0 0 0.0447
2013021122 0 0 0.0444
2013021123 0 0 0.0436
2013021200 0 0 0.0429
2013021201 0 0 0.0418
2013021202 0 0 0.0414
2013021203 0 0 0.0411
2013021204 0 0 0.0407
2013021205 0 0 0.0404
2013021206 0 0 0.0397
2013021207 0 0.0037 0.0393
2013021208 0 0.0171 0.0386
2013021209 0 0.0427 0.0383
2013021210 0 0.05 0.0376
2013021211 0 0.0463 0.0369
2013021212 0 0.0427 0.0369
2013021213 0 0.0585 0.0368
2013021214 0 0.0232 0.0364
2013021215 0 0.0146 0.0368
2013021216 0 0.0012 0.0364
2013021217 0 0 0.0364
2013021218 0 0 0.0364
2013021219 0 0 0.0361
2013021220 0 0 0.0361
2013021221 0 0 0.0354
2013021222 0 0 0.0351
2013021223 0 0 0.0348
2013021300 0 0 0.0348
2013021301 0 0 0.0348
2013021302 0 0 0.0341
2013021303 0 0 0.0341
2013021304 0 0 0.0338
2013021305 0 0 0.0338
2013021306 0 0 0.0335
2013021307 0 0.005 0.0335
2013021308 0 0.0198 0.0332
2013021309 0 0.0496 0.0325
2013021310 0 0.0704 0.0322
2013021311 0 0.126 0.0322
2013021312 0 0.0913 0.0322
2013021313 0 0.0813 0.0322
2013021314 0 0.0446 0.0322
2013021315 0 0.0089 0.0322
2013021316 0 0.003 0.0328
2013021317 0 0 0.0325
2013021318 0 0 0.0325
2013021319 0 0 0.0332
2013021320 0 0 0.0328
2013021321 0 0 0.0332
2013021322 0 0 0.0328
2013021323 0 0 0.0328
2013021400 0 0 0.0332
2013021401 0 0 0.0332
2013021402 0 0 0.0332
2013021403 0 0 0.0328
2013021404 0 0 0.0325
2013021405 0 0 0.0322
2013021406 0 0.001 0.0319
2013021407 0 0.0146 0.0319
2013021408 0 0.0562 0.0319
2013021409 0 0.049 0.0319
2013021410 0 0.05 0.0322
2013021411 0 0.0385 0.0328
2013021412 0 0.0281 0.0325
2013021413 0 0.025 0.0328
2013021414 0 0.0219 0.0325
2013021415 0 0.0135 0.0322
2013021416 0.2 0.0021 0.0322
2013021417 0.6 0 0.0328
2013021418 0.8 0 0.0332
2013021419 0.1 0 0.0328
2013021420 0.2 0 0.0325
2013021421 0 0 0.0325
2013021422 0 0 0.0322
2013021423 0 0 0.0319
2013021500 0 0 0.0319
2013021501 0.1 0 0.0313
2013021502 0 0 0.031
2013021503 0.1 0 0.0313
2013021504 0 0 0.031
2013021505 0 0 0.031
2013021506 0 0 0.0307
2013021507 0 0.0063 0.0307
2013021508 0 0.0252 0.0307
2013021509 0 0.0315 0.0303
2013021510 0 0.0555 0.0307
2013021511 0 0.0542 0.0319
2013021512 0 0.0555 0.0322
2013021513 0 0.034 0.0325
2013021514 0 0.0252 0.0328
2013021515 0 0.0101 0.0338
2013021516 0 0.0025 0.0345
2013021517 0 0 0.0354
2013021518 0 0 0.0361
2013021519 0 0 0.0369
2013021520 0 0 0.0369
2013021521 0 0 0.0373
2013021522 0 0 0.0373
2013021523 0 0 0.0379
2013021600 0 0 0.0376
2013021601 0 0 0.0379
2013021602 0 0 0.0379
2013021603 0 0 0.0379
2013021604 0 0 0.0383
2013021605 0 0 0.0383
2013021606 0 0 0.039
2013021607 0 0.008 0.0386
2013021608 0 0.0292 0.039
2013021609 0 0.0505 0.0386
2013021610 0 0.0757 0.039
2013021611 0 0.0465 0.039
2013021612 0 0.0571 0.0386
2013021613 0 0.0611 0.039
2013021614 0 0.0425 0.0393
2013021615 0 0.0266 0.04
2013021616 0 0.0027 0.0414
2013021617 0 0 0.0414
2013021618 0.1 0 0.0414
2013021619 1 0 0.0418
2013021620 0 0 0.0429
2013021621 0 0 0.044
2013021622 0 0 0.044
2013021623 0 0 0.0444
2013021700 0 0 0.0451
2013021701 0 0 0.0455
2013021702 0 0 0.0459
2013021703 0 0 0.0459
2013021704 0 0 0.0459
2013021705 0 0 0.0459
2013021706 0 0.0011 0.0451
2013021707 0 0.0226 0.0447
2013021708 0 0.0571 0.0444
2013021709 0 0.1261 0.0436
2013021710 0 0.1562 0.0433
2013021711 0 0.1692 0.0429
2013021712 0 0.1703 0.0429
2013021713 0 0.1347 0.0422
2013021714 0 0.1034 0.0425
2013021715 0 0.0485 0.0429
2013021716 0 0.0108 0.0433
2013021717 0 0 0.0433
2013021718 0 0 0.0436
2013021719 0 0 0.0433
2013021720 0 0 0.0425
2013021721 0 0 0.0422
2013021722 0 0 0.0414
2013021723 0 0 0.0411
2013021800 0 0 0.0407
2013021801 0 0 0.0404
2013021802 0 0 0.0393
2013021803 0 0 0.0393
2013021804 0 0 0.0386
2013021805 0 0 0.0379
2013021806 0 0 0.0376
2013021807 0 0.0071 0.0373
2013021808 0 0.0183 0.0368
2013021809 0 0.0366 0.0361
2013021810 0 0.065 0.0358
2013021811 0 0.0904 0.0354
2013021812 0 0.0915 0.0354
2013021813 0 0.1148 0.0354
2013021814 0 0.0467 0.0351
2013021815 0 0.0244 0.0354
2013021816 0 0.0051 0.0354
2013021817 0 0 0.0358
2013021818 0 0 0.0361
2013021819 0 0 0.0364
2013021820 0 0 0.0368
2013021821 0 0 0.0364
2013021822 0 0 0.0364
2013021823 0 0 0.0364
2013021900 0 0 0.0364
2013021901 0 0 0.0361
2013021902 0 0 0.0361
2013021903 0 0 0.0358
2013021904 0 0 0.0358
2013021905 0 0 0.0358
2013021906 0 0 0.0358
2013021907 0 0.0051 0.0358
2013021908 0 0.0121 0.0354
2013021909 0 0.0333 0.0351
2013021910 0.1 0.0475 0.0348
2013021911 0.6 0.0303 0.0345
2013021912 0.5 0.0253 0.0348
2013021913 0.1 0.0253 0.0348
2013021914 0 0.0152 0.0351
2013021915 0 0.0051 0.0351
2013021916 0 0.001 0.0351
2013021917 0 0 0.0364
2013021918 0 0 0.0361
2013021919 0 0 0.0358
2013021920 0 0 0.0354
2013021921 0 0 0.0351
2013021922 0 0 0.0345
2013021923 0 0 0.0338
2013022000 0 0 0.0335
2013022001 0 0 0.0332
2013022002 0 0 0.0325
2013022003 0 0 0.0322
2013022004 0 0 0.0319
2013022005 0 0 0.0316
2013022006 0 0.001 0.0313
2013022007 0 0.0413 0.0307
2013022008 0 0.0795 0.03
2013022009 0 0.1053 0.0294
2013022010 0 0.0661 0.0291
2013022011 0 0.0702 0.0285
2013022012 0 0.0537 0.0285
2013022013 0 0.0558 0.0288
2013022014 0 0.0806 0.0285
2013022015 0 0.0392 0.0285
2013022016 0 0.0072 0.0285
2013022017 0 0 0.0282
2013022018 0 0 0.0285
2013022019 0 0 0.0282
2013022020 0 0 0.0282
2013022021 0 0 0.0282
2013022022 0 0 0.0277
2013022023 0 0 0.0277
2013022100 0 0 0.0271
2013022101 0 0 0.0268
2013022102 0 0 0.0265
2013022103 0 0 0.0265
2013022104 0 0 0.0262
2013022105 0 0 0.0262
2013022106 0 9e-04 0.0259
2013022107 0 0.013 0.0259
2013022108 0 0.0343 0.0256
2013022109 0 0.0519 0.0254
2013022110 0 0.0759 0.0254
2013022111 0 0.0731 0.0251
2013022112 0 0.0565 0.0251
2013022113 0 0.0417 0.0248
2013022114 0 0.0259 0.0251
2013022115 0 0.0222 0.0251
2013022116 0 0.0046 0.0254
2013022117 0 0 0.0256
2013022118 0 0 0.0256
2013022119 0 0 0.0254
2013022120 0 0 0.0256
2013022121 0 0 0.0254
2013022122 0 0 0.0254
2013022123 0 0 0.0251
2013022200 0 0 0.0251
2013022201 0 0 0.0248
2013022202 0 0 0.0243
2013022203 0 0 0.0232
2013022204 0 0 0.0226
2013022205 0 0 0.0229
2013022206 0 8e-04 0.0229
2013022207 0 0.0116 0.0232
2013022208 0 0.0421 0.0232
2013022209 0 0.0603 0.0234
2013022210 0 0.0545 0.0234
2013022211 0 0.0595 0.0234
2013022212 0 0.0281 0.0237
2013022213 0 0.0215 0.0234
2013022214 0 0.0132 0.0234
2013022215 0 0.0058 0.0232
2013022216 0 0.0025 0.0229
2013022217 0 0 0.0226
2013022218 0 0 0.0226
2013022219 0 0 0.0224
2013022220 0 0 0.0216
2013022221 0 0 0.0198
2013022222 0 0 0.0181
2013022223 0 0 0.0179
2013022300 0 0 0.0181
2013022301 0 0 0.0183
2013022302 0 0 0.0188
2013022303 0 0 0.0191
2013022304 0 0 0.0193
2013022305 0 0 0.0193
2013022306 0 0 0.0193
2013022307 0 0.0084 0.0193
2013022308 0 0.0357 0.0193
2013022309 0 0.0841 0.0193
2013022310 0 0.0662 0.0193
2013022311 0 0.0946 0.0193
2013022312 0 0.0841 0.0196
2013022313 0 0.0841 0.0193
2013022314 0 0.0883 0.0198
2013022315 0 0.0431 0.0196
2013022316 0 0.0116 0.0198
2013022317 0 0 0.0198
2013022318 0 0 0.0198
2013022319 0 0 0.0196
2013022320 0 0 0.0193
2013022321 0 0 0.0191
2013022322 0 0 0.0188
2013022323 0.3 0 0.0191
2013022400 0.3 0 0.0186
2013022401 0.4 0 0.0186
2013022402 0.3 0 0.0181
2013022403 0.3 0 0.0181
2013022404 0.2 0 0.0179
2013022405 0.2 0 0.0172
2013022406 0.2 0.001 0.0169
2013022407 0 0.0076 0.0169
2013022408 0 0.0181 0.0172
2013022409 0.2 0.0239 0.0174
2013022410 0.5 0.0353 0.0174
2013022411 0.2 0.0544 0.0179
2013022412 0.2 0.1002 0.0179
2013022413 0 0.0821 0.0181
2013022414 0 0.0449 0.0183
2013022415 0 0.0258 0.0183
2013022416 0.1 0.0067 0.0181
2013022417 0 0 0.0186
2013022418 0 0 0.0188
2013022419 0 0 0.0191
2013022420 0 0 0.0191
2013022421 0 0 0.0186
2013022422 0 0 0.0191
2013022423 0 0 0.0188
2013022500 0 0 0.0193
2013022501 0 0 0.0191
2013022502 0 0 0.0191
2013022503 0 0 0.0191
2013022504 0 0 0.0193
2013022505 0 0 0.0193
2013022506 0 0.001 0.0193
2013022507 0 0.0094 0.0193
2013022508 0 0.0188 0.0196
2013022509 0 0.024 0.0193
2013022510 0 0.0333 0.0193
2013022511 0 0.0312 0.0196
2013022512 0.1 0.0292 0.0196
2013022513 0.1 0.0219 0.0198
2013022514 0.2 0.0188 0.0196
2013022515 0.1 0.0094 0.0201
2013022516 0 0.0031 0.0203
2013022517 0 0 0.0206
2013022518 0 0 0.0208
2013022519 0 0 0.0211
2013022520 0 0 0.0213
2013022521 0 0 0.0216
2013022522 0 0 0.0221
2013022523 0 0 0.0224
2013022600 0 0 0.0229
2013022601 0 0 0.0232
2013022602 0 0 0.0237
2013022603 0 0 0.0234
2013022604 0 0 0.0237
2013022605 0 0 0.0243
2013022606 0 0.0013 0.0243
2013022607 0 0.0103 0.0245
2013022608 0 0.0462 0.0251
2013022609 0 0.0628 0.0248
2013022610 0 0.0538 0.0251
2013022611 0 0.0744 0.0256
2013022612 0 0.0667 0.0256
2013022613 0 0.0372 0.0259
2013022614 0 0.0256 0.0259
2013022615 0 0.0154 0.0262
2013022616 0 0.0064 0.0265
2013022617 0 0 0.0268
2013022618 0 0 0.0268
2013022619 0 0 0.0268
2013022620 0 0 0.0271
2013022621 0 0 0.0271
2013022622 0 0 0.0271
2013022623 0 0 0.0277
2013022700 0 0 0.0279
2013022701 0 0 0.0279
2013022702 0 0 0.0279
2013022703 0 0 0.0282
2013022704 0 0 0.0285
2013022705 0 0 0.0288
2013022706 0 0 0.0285
2013022707 0 0.0051 0.0288
2013022708 0 0.0115 0.0288
2013022709 0 0.0192 0.0294
2013022710 0 0.0244 0.0291
2013022711 0 0.0308 0.0294
2013022712 0 0.0333 0.0297
2013022713 0 0.0321 0.0294
2013022714 0 0.0218 0.0297
2013022715 0 0.0167 0.03
2013022716 0 0.0051 0.03
2013022717 0 0 0.0297
2013022718 0 0 0.03
2013022719 0 0 0.0303
2013022720 0 0 0.0307
2013022721 0 0 0.0307
2013022722 0 0 0.0307
2013022723 0 0 0.0307
2013022800 0 0 0.0307
2013022801 0 0 0.0307
2013022802 0 0 0.031
2013022803 0 0 0.031
2013022804 0 0 0.0307
2013022805 0 0 0.031
2013022806 0 0.0011 0.031
2013022807 0 0.0075 0.031
2013022808 0 0.0171 0.031
2013022809 0 0.0373 0.0313
2013022810 0 0.0608 0.031
2013022811 0 0.0629 0.0313
2013022812 0 0.064 0.0313
2013022813 0 0.0544 0.0313
2013022814 0 0.0469 0.031
2013022815 0 0.0363 0.031
2013022816 0 0.0117 0.0313
2013022817 0 0 0.0313
2013022818 0 0 0.031
2013022819 0 0 0.0313
2013022820 0 0 0.031
2013022821 0 0 0.031
2013022822 0 0 0.031
2013022823 0 0 0.031
2013030100 0 0 0.0313
2013030101 0 0 0.031
2013030102 0 0 0.031
2013030103 0.1 0 0.031
2013030104 0 0 0.031
2013030105 0 0 0.0307
2013030106 0 0.0026 0.0307
2013030107 0 0.0155 0.0307
2013030108 0 0.0284 0.0307
2013030109 0 0.0413 0.0307
2013030110 0 0.0529 0.0303
2013030111 0 0.0645 0.0303
2013030112 0 0.0619 0.03
2013030113 0 0.0581 0.0297
2013030114 0 0.04 0.0297
2013030115 0 0.0258 0.0291
2013030116 0 0.009 0.0288
2013030117 0 0 0.0285
2013030118 0 0 0.0285
2013030119 0 0 0.0285
2013030120 0 0 0.0282
2013030121 0 0 0.0279
2013030122 0 0 0.0277
2013030123 0 0 0.0277
2013030200 0 0 0.0277
2013030201 0 0 0.0274
2013030202 0 0 0.0271
2013030203 0 0 0.0268
2013030204 0 0 0.0265
2013030205 0 0 0.0262
2013030206 0 0.0021 0.0265
2013030207 0 0.0135 0.0259
2013030208 0 0.0363 0.0262
2013030209 0 0.058 0.0256
2013030210 0 0.0518 0.0254
2013030211 0 0.0663 0.0254
2013030212 0 0.058 0.0251
2013030213 0 0.0456 0.0251
2013030214 0 0.0383 0.0251
2013030215 0 0.0228 0.0251
2013030216 0 0.0073 0.0245
2013030217 0 0 0.0245
2013030218 0 0 0.0248
2013030219 0 0 0.0245
2013030220 0 0 0.0245
2013030221 0 0 0.0245
2013030222 0 0 0.0245
2013030223 0 0 0.0245
2013030300 0 0 0.0243
2013030301 0 0 0.0243
2013030302 0 0 0.024
2013030303 0 0 0.024
2013030304 0.1 0 0.0243
2013030305 0 0 0.0237
2013030306 0 0.0025 0.0237
2013030307 0 0.0163 0.0237
2013030308 0 0.044 0.0237
2013030309 0 0.0553 0.0234
2013030310 0 0.0716 0.0232
2013030311 0 0.059 0.0232
2013030312 0 0.0565 0.0226
2013030313 0 0.0603 0.0226
2013030314 0 0.0691 0.0226
2013030315 0 0.0477 0.0224
2013030316 0 0.0163 0.0221
2013030317 0 0.0013 0.0221
2013030318 0 0 0.0221
2013030319 0 0 0.0221
2013030320 0 0 0.0221
2013030321 0 0 0.0221
2013030322 0 0 0.0221
2013030323 0 0 0.0221
2013030400 0 0 0.0221
2013030401 0 0 0.0221
2013030402 0 0 0.0218
2013030403 0 0 0.0218
2013030404 0 0 0.0218
2013030405 0 0 0.0216
2013030406 0 0.0177 0.0213
2013030407 0 0.0838 0.0213
2013030408 0 0.1417 0.0213
2013030409 0 0.1783 0.0211
2013030410 0 0.2161 0.0208
2013030411 0 0.2338 0.0208
2013030412 0 0.2291 0.0211
2013030413 0 0.2043 0.0206
2013030414 0 0.1594 0.0206
2013030415 0 0.0992 0.0203
2013030416 0 0.0354 0.0206
2013030417 0 0.0012 0.0206
2013030418 0 0 0.0206
2013030419 0 0 0.0206
2013030420 0 0 0.0206
2013030421 0 0 0.0206
2013030422 0 0 0.0208
2013030423 0 0 0.0208
2013030500 0 0 0.0211
2013030501 0 0 0.0208
2013030502 0 0 0.0211
2013030503 0 0 0.0208
2013030504 0 0 0.0211
2013030505 0 0 0.0211
2013030506 0 0.0136 0.0211
2013030507 0 0.0678 0.0211
2013030508 0 0.137 0.0208
2013030509 0 0.1981 0.0206
2013030510 0 0.2401 0.0206
2013030511 0 0.2564 0.0203
2013030512 0 0.2537 0.0201
2013030513 0 0.2225 0.0196
2013030514 0 0.1709 0.0193
2013030515 0 0.1058 0.0193
2013030516 0 0.0339 0.0193
2013030517 0 0 0.0193
2013030518 0 0 0.0193
2013030519 0 0 0.0196
2013030520 0 0 0.0196
2013030521 0 0 0.0196
2013030522 0 0 0.0196
2013030523 0 0 0.0198
2013030600 0 0 0.0198
2013030601 0 0 0.0196
2013030602 0 0 0.0196
2013030603 0 0 0.0198
2013030604 0 0 0.0198
2013030605 0 0 0.0198
2013030606 0 0.0087 0.0198
2013030607 0 0.0292 0.0198
2013030608 0 0.0816 0.0198
2013030609 0 0.1866 0.0198
2013030610 0 0.2595 0.0196
2013030611 0 0.2741 0.0193
2013030612 0 0.2434 0.0191
2013030613 0 0.1691 0.0186
2013030614 0 0.1283 0.0183
2013030615 0 0.1006 0.0181
2013030616 0 0.0175 0.0181
2013030617 0 0.0015 0.0181
2013030618 0 0 0.0181
2013030619 0 0 0.0181
2013030620 0 0 0.0183
2013030621 0 0 0.0183
2013030622 0 0 0.0181
2013030623 0 0 0.0183
2013030700 0 0 0.0183
2013030701 0 0 0.0183
2013030702 0 0 0.0183
2013030703 0 0 0.0186
2013030704 0 0 0.0186
2013030705 0 0 0.0181
2013030706 0 0.0039 0.0179
2013030707 0 0.021 0.0181
2013030708 0 0.0368 0.0181
2013030709 0 0.0696 0.0179
2013030710 0 0.1011 0.0174
2013030711 0 0.1221 0.0172
2013030712 0 0.084 0.0172
2013030713 0 0.067 0.0172
2013030714 0 0.0407 0.0169
2013030715 0 0.0407 0.0167
2013030716 0 0.0131 0.0165
2013030717 0 0 0.0165
2013030718 0 0 0.0165
2013030719 0 0 0.0167
2013030720 0 0 0.0167
2013030721 0 0 0.0165
2013030722 0 0 0.0167
2013030723 0 0 0.0169
2013030800 0 0 0.0167
2013030801 0 0 0.0165
2013030802 0 0 0.0167
2013030803 0 0 0.0165
2013030804 0 0 0.0165
2013030805 0 0 0.0165
2013030806 0 0.0042 0.0165
2013030807 0 0.0292 0.0165
2013030808 0 0.0556 0.0165
2013030809 0 0.0862 0.0165
2013030810 0 0.0876 0.0165
2013030811 0 0.1739 0.0162
2013030812 0 0.1544 0.0162
2013030813 0 0.1892 0.0158
2013030814 0 0.1349 0.0158
2013030815 0 0.0584 0.0153
2013030816 0 0.025 0.0156
2013030817 0 0.0014 0.0156
2013030818 0 0 0.0153
2013030819 0.1 0 0.0158
2013030820 0 0 0.0158
2013030821 0.1 0 0.0158
2013030822 0.5 0 0.0158
2013030823 0.6 0 0.0158
2013030900 0.5 0 0.0158
2013030901 0.4 0 0.0158
2013030902 0.8 0 0.016
2013030903 1.3 0 0.0162
2013030904 0.7 0 0.0167
2013030905 0.8 0 0.0169
2013030906 0.7 0.0032 0.0172
2013030907 0.1 0.0095 0.0176
2013030908 0.2 0.027 0.0181
2013030909 0 0.027 0.0186
2013030910 0.1 0.019 0.0191
2013030911 0.8 0.027 0.0196
2013030912 0.8 0.0238 0.0201
2013030913 1.1 0.019 0.0206
2013030914 2.4 0.019 0.0211
2013030915 0.8 0.0175 0.0316
2013030916 0.4 0.0079 0.0621
2013030917 0.9 0 0.0729
2013030918 0.2 0 0.0795
2013030919 0.1 0 0.0847
2013030920 0 0 0.0907
2013030921 0.1 0 0.0953
2013030922 0.1 0 0.0976
2013030923 0.1 0 0.0987
2013031000 0 0 0.0982
2013031001 0.5 0 0.0976
2013031002 1.1 0 0.097
2013031003 1.1 0 0.0993
2013031004 0.8 0 0.1041
2013031005 0.4 0 0.1084
2013031006 0.3 0.002 0.1128
2013031007 0.2 0.007 0.1153
2013031008 0.3 0.0181 0.1159
2013031009 0.1 0.0281 0.1159
2013031010 0 0.0312 0.1153
2013031011 0 0.0332 0.1128
2013031012 0 0.0261 0.1115
2013031013 0 0.0191 0.1096
2013031014 0 0.0191 0.1071
2013031015 0 0.0121 0.1059
2013031016 0 0.004 0.1035
2013031017 0 0 0.1011
2013031018 0 0 0.0987
2013031019 0 0 0.0958
2013031020 0 0 0.093
2013031021 0 0 0.0902
2013031022 0 0 0.0874
2013031023 0 0 0.0853
2013031100 0 0 0.0831
2013031101 0 0 0.081
2013031102 0 0 0.0784
2013031103 0 0 0.0764
2013031104 0 0 0.0749
2013031105 0 0 0.0729
2013031106 0 0.0081 0.0714
2013031107 0 0.0217 0.0695
2013031108 0 0.0505 0.0676
2013031109 0 0.0839 0.0652
2013031110 0 0.0686 0.0639
2013031111 0 0.056 0.0625
2013031112 0 0.0875 0.0616
2013031113 0 0.0596 0.0612
2013031114 0 0.0343 0.0598
2013031115 0 0.0199 0.0589
2013031116 0 0.009 0.0589
2013031117 0 9e-04 0.0581
2013031118 0 0 0.0581
2013031119 0 0 0.0568
2013031120 0 0 0.0559
2013031121 0 0 0.0547
2013031122 0 0 0.0547
2013031123 0 0 0.0534
2013031200 0 0 0.0522
2013031201 0 0 0.0518
2013031202 0 0 0.051
2013031203 0 0 0.0506
2013031204 0 0 0.0498
2013031205 0 0 0.0494
2013031206 0 0.0061 0.0486
2013031207 0 0.0272 0.0478
2013031208 0 0.0482 0.0466
2013031209 0 0.0578 0.0455
2013031210 0 0.0867 0.0455
2013031211 0 0.1016 0.0444
2013031212 0 0.1568 0.0444
2013031213 0 0.0832 0.044
2013031214 0 0.1192 0.044
2013031215 0 0.0762 0.0433
2013031216 0 0.0333 0.0433
2013031217 0 0.0035 0.0433
2013031218 0 0 0.0436
2013031219 0 0 0.0436
2013031220 0 0 0.0429
2013031221 0 0 0.0418
2013031222 0 0 0.0414
2013031223 0 0 0.0407
2013031300 0 0 0.039
2013031301 0 0 0.0368
2013031302 0 0 0.0361
2013031303 0 0 0.0361
2013031304 0 0 0.0358
2013031305 0 0 0.0358
2013031306 0 0.0404 0.0354
2013031307 0 0.0327 0.0354
2013031308 0 0.0674 0.0351
2013031309 0 0.0972 0.0351
2013031310 0 0.0481 0.0351
2013031311 0 0.0462 0.0348
2013031312 0 0.0751 0.0345
2013031313 0 0.1377 0.0338
2013031314 0 0.1454 0.0335
2013031315 0 0.0915 0.0335
2013031316 0 0.0173 0.0335
2013031317 0.1 0.001 0.0328
2013031318 0 0 0.0341
2013031319 0 0 0.0338
2013031320 0 0 0.0338
2013031321 0 0 0.0338
2013031322 0 0 0.0335
2013031323 0 0 0.0332
2013031400 0.1 0 0.0328
2013031401 0 0 0.0325
2013031402 0 0 0.0322
2013031403 0 0 0.0319
2013031404 0 0 0.031
2013031405 0 0 0.031
2013031406 0 0.0109 0.031
2013031407 0 0.0465 0.0307
2013031408 0 0.1148 0.03
2013031409 0 0.2088 0.0294
2013031410 0 0.1494 0.0297
2013031411 0 0.1998 0.0294
2013031412 0 0.1662 0.0291
2013031413 0 0.1524 0.0285
2013031414 0 0.1207 0.0282
2013031415 0 0.0871 0.0285
2013031416 0 0.0396 0.0285
2013031417 0 0.004 0.0294
2013031418 0 0 0.0297
2013031419 0 0 0.0303
2013031420 0 0 0.0303
2013031421 0 0 0.0303
2013031422 0 0 0.03
2013031423 0 0 0.0294
2013031500 0 0 0.0291
2013031501 0 0 0.0282
2013031502 0 0 0.0271
2013031503 0 0 0.0259
2013031504 0 0 0.0259
2013031505 0 0 0.0259
2013031506 0 0.0238 0.0262
2013031507 0 0.0476 0.0262
2013031508 0 0.0629 0.0259
2013031509 0 0.0724 0.0259
2013031510 0 0.0943 0.0256
2013031511 0 0.0981 0.0256
2013031512 0 0.0724 0.0259
2013031513 0 0.0486 0.0259
2013031514 0 0.0514 0.0256
2013031515 0 0.02 0.0256
2013031516 0 0.0076 0.0256
2013031517 0 0.001 0.0256
2013031518 0 0 0.0262
2013031519 0 0 0.0262
2013031520 0 0 0.0265
2013031521 0 0 0.0268
2013031522 0 0 0.0268
2013031523 0 0 0.0265
2013031600 0 0 0.0268
2013031601 0 0 0.0268
2013031602 0 0 0.0274
2013031603 0 0 0.0277
2013031604 0 0 0.0277
2013031605 0 0.0012 0.0277
2013031606 0 0.0186 0.0279
2013031607 0 0.067 0.0282
2013031608 0 0.1154 0.0277
2013031609 0 0.1377 0.0279
2013031610 0 0.1266 0.0279
2013031611 0 0.1129 0.0277
2013031612 0 0.1117 0.0271
2013031613 0 0.1266 0.0274
2013031614 0 0.0993 0.0271
2013031615 0 0.0546 0.0271
2013031616 0 0.0248 0.0271
2013031617 0 0.0037 0.0277
2013031618 0 0 0.0279
2013031619 0 0 0.0285
2013031620 0 0 0.0288
2013031621 0 0 0.0288
2013031622 0 0 0.0285
2013031623 0 0 0.0285
2013031700 0 0 0.0282
2013031701 0 0 0.0277
2013031702 0 0 0.0279
2013031703 0 0 0.0277
2013031704 0 0 0.0274
2013031705 0 0 0.0279
2013031706 1 0.0052 0.0282
2013031707 1.2 0.0142 0.0297
2013031708 0 0.0376 0.0319
2013031709 0 0.0622 0.0322
2013031710 0 0.1321 0.0319
2013031711 0 0.1567 0.0325
2013031712 0 0.1723 0.0332
2013031713 0 0.1321 0.0338
2013031714 0 0.1205 0.0341
2013031715 0 0.1166 0.0345
2013031716 0 0.0466 0.0351
2013031717 0 0.0039 0.0358
2013031718 0 0 0.0364
2013031719 0.1 0 0.0373
2013031720 0.9 0 0.0373
2013031721 1.1 0 0.0386
2013031722 0.4 0 0.0411
2013031723 0 0 0.0429
2013031800 0 0 0.0433
2013031801 0 0 0.044
2013031802 0 0 0.0455
2013031803 0 0 0.0466
2013031804 0 0 0.0466
2013031805 0 0 0.0463
2013031806 0 0.0067 0.0463
2013031807 0 0.0319 0.0463
2013031808 0 0.1423 0.0447
2013031809 0 0.2381 0.044
2013031810 0 0.2633 0.0436
2013031811 0 0.262 0.0429
2013031812 0 0.3006 0.0414
2013031813 0 0.1317 0.0407
2013031814 0 0.0998 0.0404
2013031815 0 0.1024 0.0404
2013031816 0 0.0186 0.0407
2013031817 0 0.0027 0.0411
2013031818 0 0 0.0414
2013031819 0 0 0.0407
2013031820 0 0 0.0404
2013031821 0 0 0.04
2013031822 0 0 0.0386
2013031823 0 0 0.0383
2013031900 0 0 0.0376
2013031901 0 0 0.0369
2013031902 0 0 0.0364
2013031903 0 0 0.0358
2013031904 0 0 0.0348
2013031905 0 0 0.0345
2013031906 0 0.0094 0.0338
2013031907 0 0.0376 0.0332
2013031908 0 0.0435 0.0322
2013031909 0 0.0694 0.0316
2013031910 0 0.0871 0.031
2013031911 0 0.1494 0.0303
2013031912 0 0.1412 0.0297
2013031913 0 0.0706 0.0288
2013031914 0 0.0576 0.0285
2013031915 0 0.0259 0.0279
2013031916 0 0.0071 0.0279
2013031917 0 0.0012 0.0285
2013031918 0 0 0.0285
2013031919 0 0 0.0285
2013031920 0 0 0.0279
2013031921 0 0 0.0279
2013031922 0 0 0.0277
2013031923 0 0 0.0271
2013032000 0 0 0.0268
2013032001 0 0 0.0262
2013032002 0 0 0.0262
2013032003 0 0 0.0259
2013032004 0 0 0.0256
